Middle Date,2013 Date month,2014 Date month,2015 Date month,2016 Date month,Activity (number of hits),Number of taxa,Taxa  richness (NSP/activity),New taxa,Cumulative number of taxa,Rats/mice combined,Brush-tailed possum,Long-nosed bandicoot,Lyre bird,Brush turkey,Paddymelon,Dingo+Fox+Cat,Dingo,Cat,Yellow-throated srubwren,Wonga pigeon,Creature carrying & shaking gum leaves,Fox,Moth,Whipbird,Ring-tailed possum,Grey shrike thrush,Red-browed firetail,Swamp wallaby,Noisy pitta,Magpie,Anechinus,Hopping mouse,yellow robin,Land mullet,Python,leech,Beetle,Small bat,Whites thrush,Goanna,KOALA,Lewins honeyeater,short white-tailed mouse,Echidna,Catbird,Forest dragon,Rufous fantail,Spider,Crayfish(?),Rat with long whitish rigid tail,Emerald dove,
14/01/2014,,,14-Jan,,21,7,0.333333333,0,29,0,0,0,0,5,2,0,0,0,3,4,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
24/01/2014,,,24-Jan,,27,6,0.222222222,0,29,0,5,0,0,14,0,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,
4/02/2014,,,4-Feb,,26,7,0.269230769,1,30,0,3,1,0,12,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
13/02/2014,,,13-Feb,,26,7,0.269230769,0,30,0,5,1,0,3,6,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25/02/2014,,,25-Feb,,31,7,0.225806452,0,30,0,0,0,1,6,4,0,0,0,2,3,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5/03/2014,,,5-Mar,,28,5,0.178571429,0,30,0,12,2,0,10,12,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15/03/2014,,,15-Mar,,30,8,0.266666667,0,30,0,4,0,0,5,7,1,0,0,1,0,0,1,11,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25/03/2014,,,25-Mar,,35,6,0.171428571,0,30,0,2,0,0,5,35,0,0,0,2,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4/04/2014,,,4-Apr,,20,7,0.35,0,30,0,1,0,0,5,6,1,0,0,1,1,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14/04/2014,,,14-Apr,,12,3,0.25,0,30,0,0,0,0,2,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24/04/2014,,,24-Apr,,14,4,0.285714286,0,30,0,0,0,0,1,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4/05/2014,,,4-May,,8,3,0.375,0,30,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14/05/2014,,,14-May,,8,3,0.375,0,30,0,0,0,0,3,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24/05/2014,,,24-May,,13,5,0.384615385,0,30,0,1,0,0,5,2,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3/06/2014,,,3-Jun,,12,5,0.416666667,0,30,0,2,0,0,7,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13/06/2014,,,13-Jun,,17,4,0.235294118,0,30,0,5,0,0,4,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23/06/2014,,,23-Jun,,13,5,0.384615385,0,30,0,5,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3/07/2014,,,3-Jul,,16,4,0.25,0,30,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13/07/2014,,,13-Jul,,7,4,0.571428571,0,30,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23/07/2014,,,23-Jul,,12,4,0.333333333,0,30,0,2,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2/08/2014,,,2-Aug,,13,4,0.307692308,0,30,0,2,0,0,1,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12/08/2014,,,12-Aug,,9,5,0.555555556,1,31,1,2,0,0,2,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
22/08/2014,,,22-Aug,,7,3,0.428571429,1,32,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
1/09/2014,,,1-Sep,,10,4,0.4,0,32,0,2,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11/09/2014,,,11-Sep,,15,3,0.2,1,33,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
21/09/2014,,,21-Sep,,18,8,0.444444444,0,33,0,5,1,0,1,6,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1/10/2014,,,1-Oct,,23,6,0.260869565,0,33,0,4,0,0,6,4,2,2,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11/10/2014,,,11-Oct,,11,5,0.454545455,0,33,0,1,0,0,2,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21/10/2014,,,21-Oct,,17,6,0.352941176,0,33,0,7,2,0,3,3,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31/10/2014,,,31-Oct,,16,8,0.5,0,33,0,5,3,0,1,3,1,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
10/11/2014,,,10-Nov,,31,8,0.258064516,0,33,0,1,0,1,2,3,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
20/11/2014,,,20-Nov,,24,8,0.333333333,2,35,0,8,0,3,6,4,0,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,
30/11/2014,,,30-Nov,,18,7,0.388888889,1,36,0,3,0,0,2,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
10/12/2014,,,10-Dec,,17,6,0.352941176,0,36,0,9,0,0,1,2,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
20/12/2014,,,20-Dec,,19,6,0.315789474,0,36,0,3,0,0,2,4,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
30/12/2014,,,30-Dec,,25,9,0.36,0,36,0,4,0,0,4,5,3,3,0,1,0,1,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
9/01/2015,,,9-Jan,,24,7,0.291666667,0,36,0,4,0,0,6,5,1,1,0,2,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19/01/2015,,,19-Jan,,22,6,0.272727273,1,37,0,3,0,0,1,8,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
29/01/2015,,,29-Jan,,17,6,0.352941176,0,37,0,2,0,0,1,3,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
8/02/2015,,,8-Feb,,27,5,0.185185185,0,37,0,0,0,0,7,5,8,8,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18/02/2015,,,18-Feb,,13,4,0.307692308,0,37,0,0,0,0,2,3,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
28/02/2015,,,28-Feb,,20,5,0.25,0,37,0,4,0,0,10,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10/03/2015,,,10-Mar,,19,4,0.210526316,0,37,0,6,0,0,0,7,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20/03/2015,,,20-Mar,,15,6,0.4,0,37,0,6,0,1,0,3,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
5/04/2015,,,5-Apr,,29,8,0.275862069,0,37,0,18,0,1,3,2,2,1,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20/04/2015,,,20-Apr,,29,8,0.275862069,0,37,0,12,0,0,2,7,0,0,0,3,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
30/04/2015,,,30-Apr,,20,8,0.4,0,37,0,4,0,0,3,4,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,
10/05/2015,,,10-May,,21,7,0.333333333,0,37,0,7,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
20/05/2015,,,20-May,,12,6,0.5,0,37,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,
30/05/2015,,,30-May,,22,7,0.318181818,0,37,0,4,2,0,8,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9/06/2015,,,9-Jun,,25,6,0.24,0,37,0,3,0,0,9,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
19/06/2015,,,19-Jun,,20,4,0.2,0,37,0,2,6,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29/06/2015,,,29-Jun,,30,10,0.333333333,0,37,0,5,0,0,6,6,1,1,0,1,1,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
9/07/2015,,,9-Jul,,18,8,0.444444444,1,38,1,8,1,0,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
19/07/2015,,,19-Jul,,34,7,0.205882353,0,38,5,13,3,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,
29/07/2015,,,29-Jul,,23,8,0.347826087,0,38,3,7,0,1,1,0,0,0,0,3,1,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,
8/08/2015,,,8-Aug,,25,7,0.28,0,38,0,9,0,0,2,2,2,2,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18/08/2015,,,18-Aug,,31,10,0.322580645,0,38,1,9,4,0,3,4,1,0,0,4,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,
28/08/2015,,,28-Aug,,20,6,0.3,1,39,0,4,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
7/09/2015,,,7-Sep,,20,9,0.45,0,39,3,5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,
17/09/2015,,,17-Sep,,28,8,0.285714286,0,39,0,4,1,0,7,4,1,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27/09/2015,,,27-Sep,,18,7,0.388888889,0,39,0,8,0,1,3,4,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7/10/2015,,,7-Oct,,58,13,0.224137931,0,39,1,5,19,2,5,6,2,0,1,4,2,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
28/10/2015,,,28-Oct,,45,9,0.2,0,39,0,4,2,1,12,2,1,0,0,5,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7/11/2015,,,7-Nov,,30,4,0.133333333,0,39,0,0,6,2,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17/11/2015,,,17-Nov,,40,8,0.2,0,39,0,5,2,0,7,6,0,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27/11/2015,,,27-Nov,,35,8,0.228571429,0,39,0,2,3,0,1,1,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,
7/12/2015,,,7-Dec,,29,12,0.413793103,0,39,0,2,2,1,3,4,0,0,0,4,2,0,0,5,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,
17/12/2015,,,17-Dec,,27,8,0.296296296,0,39,0,2,0,1,2,6,2,1,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27/12/2015,,,27-Dec,,26,8,0.307692308,0,39,0,4,1,0,1,2,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,
6/01/2016,,,,6-Jan,26,12,0.461538462,0,39,1,5,0,1,4,3,1,0,0,2,2,0,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,
16/01/2016,,,,16-Jan,28,7,0.25,0,39,0,5,0,2,4,4,0,0,0,3,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26/01/2016,,,,26-Jan,22,6,0.272727273,0,39,0,2,1,0,7,0,0,0,0,10,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,
5/02/2016,,,,5-Feb,22,8,0.363636364,0,39,0,4,0,0,4,6,0,0,0,4,2,0,0,13,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15/02/2016,,,,15-Feb,31,6,0.193548387,0,39,0,7,0,0,9,3,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
